"CountryCode","SeriesCode","DESCRIPTION",
"MAR","NY.GNP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MAR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MAR","SG.NOD.CONS","There is no nondiscrimination provision.",
"MAR","IT.CEL.SETS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.CEL.SETS.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.MLT.MAIN","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.MLT.MAIN.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.BBND","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.BBND.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MAR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MAR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MAR","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"MAR","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"MAR","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MAR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt data for 2016 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MAR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MAR","SP.POP.0014.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.0014.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","NE.CON.PRVT.PC.KD","Includes Former Spanish Sahara.",
"MAR","NE.CON.PRVT.PC.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.CN","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KN","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MCO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MCO","SP.DYN.CBRT.IN","Data sources : Eurostat",
"MCO","SP.DYN.CDRT.IN","Data sources : Eurostat",
"MCO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MCO","SH.XPD.EXTR.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.OOPC.TO.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.OOPC.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.PCAP.PP.KD","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.PRIV.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.PUBL","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.PUBL.GX.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.PUBL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SH.XPD.TOTL.ZS","Some estimates should be viewed with caution as these are derived from scarce data.",
"MCO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MCO","SH.XPD.PCAP","Some estimates should be viewed with caution as these are derived from scarce data. Changes for per capita values are due to fluctuations in the US$ exchange rates.",
"MDA","SP.POP.GROW","Data sources: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects 2010 Revision's growth rates of whole Moldova.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","SP.DYN.TO65.FE.ZS","Including Transnistria.",
"MDA","SP.DYN.TO65.MA.ZS","Including Transnistria.",
"MDA","SP.POP.BRTH.MF","Including Transnistria.",
"MDA","NY.GNP.MKTP.PP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","IT.CEL.SETS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.CEL.SETS.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.MLT.MAIN","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.MLT.MAIN.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.NET.BBND","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.NET.BBND.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MDA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MDA","SP.POP.TOTL.FE.ZS","Excluding Transnistria.",
"MDA","SP.POP.TOTL.MA.ZS","Excluding Transnistria.",
"MDA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MDA","SM.POP.NETM","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.CBRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.CDRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.FE.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","EN.POP.DNST","Excludes Transnistria.",
"MDA","NE.CON.PRVT.PC.KD","Excludes Transnistria.",
"MDA","NE.CON.PRVT.PC.KD.ZG","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.CN","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KN","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CN","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KN","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects. Including Transnistria.",
"MDA","SH.XPD.PCAP","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995. Changes for per capita values are due to fluctuations in the US$ exchange rates.",
"MDA","SH.XPD.EXTR.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.OOPC.TO.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.OOPC.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.PCAP.PP.KD","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.PRIV.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.PUBL","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.PUBL.GX.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.PUBL.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","SH.XPD.TOTL.ZS","The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.",
"MDA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt data for 2016 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MDA","SP.POP.TOTL","Data sources : National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDA","SP.POP.0014.FE.ZS","Including Transnistria.",
"MDA","SP.POP.0014.MA.ZS","Including Transnistria.",
"MDA","SP.POP.0014.TO.ZS","Including Transnistria.",
"MDA","SP.POP.1564.FE.ZS","Including Transnistria.",
"MDA","SP.POP.1564.MA.ZS","Including Transnistria.",
"MDA","SP.POP.1564.TO.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.FE.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.MA.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDA","SP.POP.DPND","Including Transnistria.",
"MDA","SP.POP.DPND.OL","Including Transnistria.",
"MDA","SP.POP.DPND.YG","Including Transnistria.",
"MDG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDG","IT.CEL.SETS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.CEL.SETS.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.MLT.MAIN","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.MLT.MAIN.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.NET.BBND","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.NET.BBND.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MDG","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"MDG","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"MDG","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MDG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MDG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MDG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt data for 2016 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.",
"mdg","SH.XPD.PUBL","Revision of the General Government Expenditure series can explain changes in public expenditure ratios.",
"MDV","IT.CEL.SETS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.CEL.SETS.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.MLT.MAIN","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.MLT.MAIN.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.NET.BBND","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.NET.BBND.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","SP.POP.GROW","Data sources: For 1960-1989, United Nations World Population Prospects. For 1990 onwards, 1990, 1995, 2000, 2006, 2014 censuses, and data on expatriate employment from Maldives National Bureau of Statistics. The census data are adjusted for mid-year and for foreign population.",
"MDV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDV","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"MDV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MDV","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"MDV","SP.POP.TOTL","Data sources : For 1960-1989, United Nations World Population Prospects. For 1990 onwards, 1990, 1995, 2000, 2006, 2014 censuses, and data on expatriate employment from Maldives National Bureau of Statistics. The census data are adjusted for mid-year and for foreign population.",
"MDV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2016 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2016 are World Bank staff estimates based on based on the original terms of the loans. Short-term debt for 2016 is based on data from the BIS.",
"MEA","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEX","IT.CEL.SETS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.CEL.SETS.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.MLT.MAIN","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.MLT.MAIN.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.BBND","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.BBND.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MEX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MEX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"MEX","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"MEX","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MEX","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MEX","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt data for 2016 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MEX","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MHL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MHL","IT.CEL.SETS","National Telecommunications Authority.",
"MHL","IT.CEL.SETS.P2","National Telecommunications Authority.",
"MHL","IT.MLT.MAIN","National Telecommunications Authority.",
"MHL","IT.MLT.MAIN.P2","National Telecommunications Authority.",
"MHL","IT.NET.BBND","National Telecommunications Authority.",
"MHL","IT.NET.BBND.P2","National Telecommunications Authority.",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MHL","SP.DYN.CBRT.IN","Data sources : Economic Policy, Planning and Statistics Office; DHS 2007",
"MHL","SP.DYN.CDRT.IN","Data sources : Economic Policy, Planning and Statistics Office",
"MHL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MHL","SP.DYN.AMRT.FE","Data source : World Bank estimate",
"MHL","SP.DYN.AMRT.MA","Data source : World Bank estimate",
"MHL","SP.DYN.TFRT.IN","Data sources : DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MHL","SP.DYN.LE00.FE.IN","Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.LE00.MA.IN","Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MKD","SH.XPD.PCAP","Changes for per capita values are due to fluctuations in the US$ exchange rates.",
"MKD","IT.CEL.SETS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.CEL.SETS.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.MLT.MAIN","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.MLT.MAIN.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.BBND","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.BBND.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MKD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","SP.DYN.TO65.FE.ZS","The former Yugoslav Republic of Macedonia.",
"MKD","SP.DYN.TO65.MA.ZS","The former Yugoslav Republic of Macedonia.",
"MKD","SP.POP.BRTH.MF","The former Yugoslav Republic of Macedonia.",
"MKD","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"MKD","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"MKD","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MKD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MKD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MKD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2016 are based on reports provided by the country. Short-term debt data for 2016 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MLI","IT.CEL.SETS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.CEL.SETS.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.MLT.MAIN","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.MLT.MAIN.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.BBND","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.BBND.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MLI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MLI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MLI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLI","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"MLI","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"MLI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2016 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2016 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.",
"MLI","SH.XPD.PUBL","Revision of the General Government Expenditure series can explain changes in public expenditure ratios.",
"MLI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MLT","SP.POP.GROW","Data sources : Eurostat",
